isolate_name,isolate_species,isolate_colDate,isolate_colLocation,isolate_sourceType,isolate_sourceName,profile_1,profile_2,profile_3
Isolate583,Species2,2019-11-20,NA,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate584,Species2,2019-09-24,NA,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate585,Species2,2019-09-28,NA,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate586,Species2,2019-04-29,NA,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate587,Species2,2019-05-01,NA,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate588,Species1,2018-03-28,NA,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate589,Species1,2018-08-05,NA,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate590,Species1,2019-08-16,Ward 36,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate591,Species1,2018-01-27,Ward 36,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate592,Species1,2019-12-17,Ward 36,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate593,Species1,2020-01-12,Ward 36,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate594,Species1,2019-11-20,Ward 36,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate595,Species1,2019-11-12,Ward 36,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate596,Species1,2019-12-20,Ward 36,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate597,Species2,2019-09-22,Ward 36,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate598,Species2,2019-12-17,Ward 36,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate599,Species2,2019-04-06,Ward 36,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate600,Species2,2019-09-02,Ward 36,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate601,Species2,2019-04-28,Ward 36,Others,NA,Sp2 NF,ResGeneB,NA
Isolate602,Species2,2019-11-20,Ward 36,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate603,Species2,2019-09-24,Ward 36,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate604,Species2,2019-09-28,Ward 36,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate605,Species2,2019-04-29,Ward 36,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate606,Species2,2019-05-01,Ward 36,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate607,Species1,2018-03-28,Ward 36,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate608,Species1,2018-08-05,Ward 36,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate609,Species1,2019-08-16,Ward 36,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate610,Species1,2018-01-27,Ward 36,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate611,Species1,2019-12-17,Ward 36,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate612,Species1,2020-01-12,Ward 36,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate613,Species1,2019-11-20,Ward 36,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate614,Species1,2019-11-12,Ward 36,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate615,Species1,2019-12-20,Ward 36,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate616,Species2,2019-09-22,Ward 36,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate617,Species2,2019-12-17,Ward 36,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate618,Species2,2019-04-06,Ward 36,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate619,Species2,2019-09-02,Ward 36,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate620,Species2,2019-04-28,Ward 36,Others,NA,Sp2 NF,ResGeneB,NA
Isolate621,Species2,2019-11-20,Ward 36,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate622,Species2,2019-09-24,Ward 36,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate623,Species2,2019-09-28,Ward 36,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate624,Species2,2019-04-29,Ward 36,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate625,Species2,2019-05-01,Ward 36,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate626,Species1,2018-03-28,Ward 36,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate627,Species1,2018-08-05,Ward 36,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate628,Species1,2019-08-16,Ward 36,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate629,Species1,2018-01-27,NA,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate630,Species1,2019-12-17,Ward 95,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate631,Species1,2020-01-12,Ward 95,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate632,Species1,2019-11-20,Ward 95,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate633,Species1,2019-11-12,Ward 95,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate634,Species1,2019-12-20,Ward 95,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate635,Species2,2019-09-22,Ward 95,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate636,Species2,2019-12-17,Ward 95,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate637,Species2,2019-04-06,Ward 95,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate638,Species2,2019-09-02,Ward 95,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate639,Species2,2019-04-28,Ward 95,Others,NA,Sp2 NF,ResGeneB,NA
Isolate640,Species2,2019-11-20,Ward 95,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate641,Species2,2019-09-24,Ward 95,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate642,Species2,2019-09-28,Ward 95,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate643,Species2,2019-04-29,Ward 95,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate644,Species2,2019-05-01,Ward 95,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate645,Species1,2018-03-28,Ward 95,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate646,Species1,2018-08-05,Ward 95,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate647,Species1,2019-08-16,Ward 95,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate648,Species1,2018-01-27,Ward 95,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate649,Species1,2019-12-17,Ward 95,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate650,Species1,2020-01-12,Ward 95,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate651,Species1,2019-11-20,Ward 95,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate652,Species1,2019-11-12,Ward 95,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate653,Species1,2019-12-20,Ward 95,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate654,Species2,2019-09-22,Ward 95,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate655,Species2,2019-12-17,Ward 95,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate656,Species2,2019-04-06,Ward 95,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate657,Species2,2019-09-02,Ward 95,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate658,Species2,2019-04-28,Ward 95,Others,NA,Sp2 NF,ResGeneB,NA
Isolate659,Species2,2019-11-20,Ward 95,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate660,Species2,2019-09-24,Ward 95,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate661,Species2,2019-09-28,Ward 95,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate662,Species2,2019-04-29,Ward 95,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate663,Species2,2019-05-01,Ward 95,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate664,Species1,2018-03-28,Ward 95,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate665,Species1,2018-08-05,Ward 95,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate666,Species1,2019-08-16,Ward 95,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate667,Species1,2018-01-27,Ward 95,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate668,Species1,2019-12-17,Ward 95,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate669,Species1,2020-01-12,Ward 95,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate670,Species1,2019-11-20,Ward 95,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate671,Species2,2019-05-01,Ward 95,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate672,Species1,2018-03-28,Ward 95,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate673,Species1,2018-08-05,NA,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate674,Species1,2019-08-16,NA,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate675,Species1,2018-01-27,NA,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate676,Species1,2019-12-17,NA,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate677,Species1,2020-01-12,NA,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate678,Species1,2019-11-20,NA,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate679,Species1,2019-11-12,NA,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate680,Species1,2019-12-20,NA,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate681,Species2,2019-09-22,NA,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate682,Species2,2019-12-17,Ward 78,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate683,Species2,2019-04-06,Ward 78,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate684,Species2,2019-09-02,Ward 78,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate685,Species2,2019-04-28,Ward 78,Others,NA,Sp2 NF,ResGeneB,NA
Isolate686,Species2,2019-11-20,Ward 78,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate687,Species2,2019-09-24,Ward 78,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate688,Species2,2019-09-28,Ward 78,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate689,Species2,2019-04-29,Ward 78,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate690,Species2,2019-05-01,Ward 78,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate691,Species1,2018-03-28,Ward 78,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate692,Species1,2018-08-05,Ward 78,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate693,Species1,2019-08-16,Ward 78,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate694,Species1,2018-01-27,Ward 78,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate695,Species1,2019-12-17,Ward 78,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate696,Species1,2020-01-12,Ward 78,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate697,Species1,2019-11-20,Ward 78,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate698,Species1,2019-11-12,Ward 78,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate699,Species1,2019-12-20,Ward 78,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate700,Species2,2019-09-22,Ward 78,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate701,Species2,2019-12-17,Ward 78,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate702,Species2,2019-04-06,Ward 78,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate703,Species2,2019-09-02,Ward 78,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate704,Species2,2019-04-28,Ward 78,Others,NA,Sp2 NF,ResGeneB,NA
Isolate705,Species2,2019-11-20,Ward 78,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate706,Species2,2019-09-24,Ward 78,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate707,Species2,2019-09-28,Ward 78,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate708,Species2,2019-04-29,Ward 78,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate709,Species2,2019-05-01,Ward 78,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate710,Species1,2018-03-28,Ward 78,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate711,Species1,2018-08-05,Ward 78,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate712,Species1,2019-08-16,Ward 78,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate713,Species1,2018-01-27,Ward 78,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate714,Species1,2019-12-17,Ward 78,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate715,Species1,2020-01-12,Ward 78,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate716,Species1,2019-11-20,Ward 78,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate717,Species1,2019-11-12,Ward 78,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate718,Species1,2019-12-20,Ward 78,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate719,Species2,2019-09-22,Ward 78,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate720,Species2,2019-12-17,Ward 78,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate721,Species2,2019-04-06,Ward 78,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate722,Species2,2019-09-02,Ward 78,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate723,Species2,2019-04-28,Ward 78,Others,NA,Sp2 NF,ResGeneB,NA
Isolate724,Species2,2019-11-20,Ward 78,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate725,Species2,2019-09-24,Ward 78,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate726,Species2,2019-09-28,NA,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate727,Species2,2019-04-29,Ward 57,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate728,Species2,2019-05-01,Ward 57,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate729,Species1,2018-03-28,Ward 57,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate730,Species1,2018-08-05,Ward 57,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate731,Species1,2019-08-16,Ward 57,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate732,Species1,2018-01-27,Ward 57,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate733,Species1,2019-12-17,Ward 57,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate734,Species1,2020-01-12,Ward 57,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate735,Species1,2019-11-20,Ward 57,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate736,Species1,2019-11-12,Ward 57,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate737,Species1,2019-12-20,Ward 57,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate738,Species2,2019-09-22,Ward 57,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate739,Species2,2019-12-17,Ward 57,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate740,Species2,2019-04-06,Ward 57,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate741,Species2,2019-09-02,Ward 57,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate742,Species2,2019-04-28,Ward 57,Others,NA,Sp2 NF,ResGeneB,NA
Isolate743,Species2,2019-11-20,Ward 57,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate744,Species2,2019-09-24,Ward 57,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate745,Species2,2019-09-28,Ward 57,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate746,Species2,2019-04-29,Ward 57,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate747,Species2,2019-05-01,Ward 57,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate748,Species1,2018-03-28,Ward 57,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate749,Species1,2018-08-05,Ward 57,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate750,Species1,2019-08-16,Ward 57,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate751,Species1,2018-01-27,Ward 57,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate752,Species1,2019-12-17,Ward 57,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate753,Species1,2020-01-12,Ward 57,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate754,Species1,2019-11-20,Ward 57,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate755,Species1,2019-11-12,Ward 57,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate756,Species1,2019-12-20,Ward 57,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate757,Species2,2019-09-22,Ward 57,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate758,Species2,2019-12-17,Ward 57,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate759,Species2,2019-04-06,Ward 57,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate760,Species2,2019-09-02,Ward 57,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate761,Species2,2019-04-28,Ward 57,Others,NA,Sp2 NF,ResGeneB,NA
Isolate762,Species2,2019-11-20,Ward 57,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate763,Species2,2019-09-24,Ward 57,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate764,Species2,2019-09-28,Ward 57,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate765,Species2,2019-04-29,Ward 57,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate766,Species2,2019-05-01,Ward 57,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate767,Species1,2018-03-28,Ward 57,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate768,Species1,2018-08-05,Ward 57,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate769,Species1,2019-08-16,Ward 57,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate770,Species1,2018-01-27,Ward 57,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate771,Species1,2019-12-17,Ward 57,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate772,Species1,2020-01-12,Ward 57,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate773,Species1,2019-11-20,Ward 57,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate774,Species1,2019-11-12,Ward 57,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate775,Species1,2019-12-20,Ward 57,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate776,Species2,2019-09-22,NA,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate777,Species2,2019-12-17,NA,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate778,Species2,2019-04-06,NA,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate779,Species2,2019-09-02,NA,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate780,Species2,2019-04-28,Ward 39,Others,NA,Sp2 NF,ResGeneB,NA
Isolate781,Species2,2019-11-20,Ward 39,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate782,Species2,2019-09-24,Ward 39,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate783,Species2,2019-09-28,Ward 39,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate784,Species2,2019-04-29,Ward 39,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate785,Species2,2019-05-01,Ward 39,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate786,Species1,2018-03-28,Ward 39,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate787,Species1,2018-08-05,Ward 39,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate788,Species1,2019-08-16,Ward 39,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate789,Species1,2018-01-27,Ward 39,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate790,Species1,2019-12-17,Ward 39,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate791,Species1,2020-01-12,Ward 39,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate792,Species1,2019-11-20,Ward 39,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate793,Species1,2019-11-12,Ward 39,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate794,Species1,2019-12-20,Ward 39,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate795,Species2,2019-09-22,Ward 39,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate796,Species2,2019-12-17,Ward 39,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate797,Species2,2019-04-06,Ward 39,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate798,Species2,2019-09-02,Ward 39,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate799,Species2,2019-04-28,Ward 39,Others,NA,Sp2 NF,ResGeneB,NA
Isolate800,Species2,2019-11-20,Ward 39,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate801,Species2,2019-09-24,Ward 39,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate802,Species2,2019-09-28,Ward 39,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate803,Species2,2019-04-29,Ward 39,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate804,Species2,2019-05-01,Ward 39,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate805,Species1,2018-03-28,Ward 39,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate806,Species1,2018-08-05,Ward 39,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate807,Species1,2019-08-16,Ward 39,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate808,Species1,2018-01-27,Ward 39,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate809,Species1,2019-12-17,Ward 39,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate810,Species1,2020-01-12,Ward 39,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate811,Species1,2019-11-20,Ward 39,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate812,Species1,2019-11-12,Ward 39,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate813,Species1,2019-12-20,Ward 39,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate814,Species2,2019-09-22,Ward 39,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate815,Species2,2019-12-17,Ward 39,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate816,Species2,2019-04-06,Ward 39,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate817,Species2,2019-09-02,Ward 39,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate818,Species2,2019-04-28,Ward 39,Others,NA,Sp2 NF,ResGeneB,NA
Isolate819,Species2,2019-11-20,Ward 39,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate820,Species2,2019-09-24,Ward 39,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate821,Species2,2019-09-28,Ward 39,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate822,Species2,2019-04-29,Ward 39,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate823,Species2,2019-05-01,Ward 39,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate824,Species1,2018-03-28,Ward 39,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate825,Species1,2018-08-05,Ward 39,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate826,Species1,2019-08-16,Ward 39,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate827,Species1,2018-01-27,Ward 39,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate828,Species1,2019-12-17,Ward 39,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate829,Species1,2020-01-12,Ward 39,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate830,Species1,2019-11-20,Ward 39,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate831,Species2,2019-05-01,Ward 39,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate832,Species1,2018-03-28,Ward 39,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate833,Species1,2018-08-05,Ward 39,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate834,Species1,2019-08-16,Ward 39,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate835,Species1,2018-01-27,Ward 39,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate836,Species1,2019-12-17,Ward 39,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate837,Species1,2020-01-12,Ward 39,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate838,Species1,2019-11-20,Ward 39,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate839,Species1,2019-11-12,Ward 39,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate840,Species1,2019-12-20,NA,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate841,Species2,2019-09-22,NA,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate842,Species2,2019-12-17,Ward 75,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate843,Species2,2019-04-06,Ward 75,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate844,Species2,2019-09-02,Ward 75,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate845,Species2,2019-04-28,Ward 75,Others,NA,Sp2 NF,ResGeneB,NA
Isolate846,Species2,2019-11-20,Ward 75,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate847,Species2,2019-09-24,Ward 75,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate848,Species2,2019-09-28,Ward 75,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate849,Species2,2019-04-29,Ward 75,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate850,Species2,2019-05-01,Ward 75,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate851,Species1,2018-03-28,Ward 75,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate852,Species1,2018-08-05,Ward 75,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate853,Species1,2019-08-16,Ward 75,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate854,Species1,2018-01-27,Ward 75,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate855,Species1,2019-12-17,Ward 75,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate856,Species1,2020-01-12,Ward 75,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate857,Species1,2019-11-20,Ward 75,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate858,Species1,2019-11-12,Ward 75,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate859,Species1,2019-12-20,Ward 75,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate860,Species2,2019-09-22,Ward 75,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate861,Species2,2019-12-17,Ward 75,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate862,Species2,2019-04-06,Ward 75,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate863,Species2,2019-09-02,Ward 75,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate864,Species2,2019-04-28,Ward 75,Others,NA,Sp2 NF,ResGeneB,NA
Isolate865,Species2,2019-11-20,Ward 75,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate866,Species2,2019-09-24,Ward 75,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate867,Species2,2019-09-28,Ward 75,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate868,Species2,2019-04-29,Ward 75,Others,NA,Sp2 ST 800,ResGeneB,NA
